id,boletin,suma,titulo,categoria,categorias
1cfacdc5-a7e9-4dbc-809b-226112f4903e,17076-06,"Modifica las leyes orgánicas constitucionales N° 18.695 y N° 19.175, con el objeto de inhabilitar a personas condenadas por violencia intrafamiliar para ser candidatas a cargos de elección popular de carácter local y regional",,,['SEGURIDAD_JUSTICIA']
1d0ac388-003c-431e-b8fe-b3a7d3f1752a,15016-15,"Modifica la ley N°18.290, de Tránsito, para suprimir la excepción a la exigencia de patente única para la circulación de vehículos nuevos adquiridos en Chile",,,['TECNOLOGIA_INNOVACION']
1d1246ad-e7a1-4ba6-9ad9-9fce31551667,15696-07,"Proyecto de reforma constitucional, iniciado en Moción de los Honorables Senadores señor Velásquez y señora Sepúlveda, que modifica la Carta Fundamental, con el objeto de someter a las corporaciones municipales y a otras entidades que indica, a la fiscalización de la Contraloría General de la República.",,,['INSTITUCIONALIDAD_ESTADO']
1d21afbf-192a-4b7d-a2fa-92e736af0040,15785-07,Aumenta las penas por delitos de homicidio y lesiones cometidos contra conductores de transporte remunerado de pasajeros y escolares,,,['SEGURIDAD_JUSTICIA']
1d2ff6d3-d0b1-4e02-a2a9-1505906ff489,15586-05,"Modifica el Mecanismo de Estabilización de Precios de los Combustibles para evitar fluctuaciones semanales, y extiende el beneficio de reintegro parcial del impuesto específico a los combustibles para transportistas de carga",,,['ECONOMIA_FINANZAS']
1d306bcc-b62d-4b53-bf65-a33492557215,13489-07,Modifica la Carta Fundamental para incorporar una nueva causal de cesación en el cargo de diputado o senador,,,['INSTITUCIONALIDAD_ESTADO']
1d34bbf3-8455-4ffc-ac90-fd94a6dd5958,16301-07,"Modifica la Carta Fundamental, para crear la Fiscalía Supraterritorial, especializada en crimen organizado y delitos de alta complejidad, al interior del Ministerio Público",,,['SEGURIDAD_JUSTICIA']
1d42d14f-c1ab-42b9-bbb8-ccca761e859c,14830-05,"Modifica la ley N° 21.420, que reduce o elimina exenciones tributarias que indica",,,['ECONOMIA_FINANZAS']
1d4af706-7daf-4a28-b89c-79de4e964c6e,15973-06,Modifica cuerpos legales que indica para fijar en 40 horas semanales la jornada de trabajo de los funcionarios públicos y municipales,,,['INSTITUCIONALIDAD_ESTADO']
1d4dc843-8fd1-45a0-b39c-95c61d48b3dc,15799-07,Modifica la Carta Fundamental para establecer un nuevo estado de excepción constitucional de riesgo,,,['INSTITUCIONALIDAD_ESTADO']
1d5e530f-68f0-441f-b6b6-c5ccc0dc9829,14476-06,Modifica diversos cuerpos legales para reforzar el financiamiento de actividades partidistas que favorezcan la participación política de la mujer,,,['DERECHOS_FUNDAMENTALES']
1d6350aa-f5c6-4439-9fc5-91e89cd0b3e5,17805-14,"Modifica la ley N° 21.442, de Copropiedad Inmobiliaria, para sancionar el mal uso, apropiación indebida o administración negligente de recursos provenientes del pago de las obligaciones económicas",,,['VIVIENDA_URBANISMO']
1d792925-697a-4435-9514-60c077999e16,14574-01,Sobre protección de los polinizadores nativos.,,,['MEDIO_AMBIENTE']
1d7a9b49-c2e2-459a-a609-e1ca0b9196c2,13843-08,"Modifica la ley General de Servicios Eléctricos, para exigir a las empresas concesionarias un programa de mantención y renovación de la infraestructura destinada a la distribución de la energía eléctrica a los clientes finales",,,['VIVIENDA_URBANISMO']
1d801c3f-e94e-48e7-9ccc-f7e963736e8a,15792-07,Modifica cuerpos legales que indica para determinar el arancel de los jueces partidores,,,['ECONOMIA_FINANZAS']
1d83fbc4-49b7-402e-8b1e-3ae28bc83553,14291-06,"Modifica la ley N°18.556, orgánica constitucional sobre Sistema de Inscripciones Electorales y Servicio Electoral, para incorporar un procedimiento de cancelación voluntaria de la inscripción en el registro electoral",,,['TECNOLOGIA_INNOVACION']
1d898131-0e59-4db9-a54f-4353a9ae4a1a,16129-06,"Modifica la ley N°18.603, orgánica constitucional de los partidos políticos, para prohibir a estos la celebración de contratos a título oneroso con sus militantes",,,['INSTITUCIONALIDAD_ESTADO']
1da1fa0b-a5c4-46ed-ba89-cc8adb9c40d3,15687-12,"Modifica la ley N° 19.300, que aprueba Ley sobre Bases Generales del Medio Ambiente, con el objeto de incorporar el reconocimiento de los elementos contaminantes que indica",,,['MEDIO_AMBIENTE']
1da807d5-4f63-4078-8159-2020a68a234d,16678-06,Flexibiliza la obligación de la o el alcalde de rendir cuenta pública al concejo municipal en aquellas regiones declaradas zona de catástrofe,,,['INSTITUCIONALIDAD_ESTADO']
1dac4f89-adbc-4de4-88b1-42f66718c398,14261-06,"Modifica la ley N°18.700 y la ley N°18.695, para promover la participación de candidatas y candidatos independientes, en las elecciones parlamentarias y municipales, respectivamente",,,['INSTITUCIONALIDAD_ESTADO']
1dc290db-85d9-41d0-870e-a7492b30bc95,16170-06,"Modifica la ley N°19.886, de bases sobre contratos administrativos de suministro y prestación de servicios, para establecer una excepción en caso de contratos vinculados a la persecución del crimen organizado",,,['SEGURIDAD_JUSTICIA']
1dc92ab1-1f75-4713-b4ab-c4abd12bcf90,15965-07,"Modifica la ley N°18.314, que determina conductas terroristas y fija su penalidad, para actualizar su definición, sancionar la colaboración en actos terroristas y eximir de responsabilidad a funcionarios que indica",,,['SEGURIDAD_JUSTICIA']
1dd97ceb-4a25-4d11-8eb0-22520505a9b0,14993-12,Modifica el Código Civil para reconocer a los animales como seres sintientes,,,['DERECHOS_FUNDAMENTALES']
1de83f30-d384-4be9-ac00-b1750aab1953,16516-35,"Modifica el Código Civil, en relación con el régimen de capacidad jurídica de personas con discapacidad visual y auditiva",,,['DERECHOS_FUNDAMENTALES']
1e1918ab-f0ec-4b0d-824f-09e73489aa32,17790-06,"Modifica la ley N° 19.886, Ley de Bases sobre Contratos Administrativos de Suministro y Prestación de Servicios, con el objeto de fortalecer la protección de las personas trabajadoras de empresas prestadoras de servicios de alimentación.",,,['DERECHO_LABORAL_EMPLEO']
1e24b1da-4797-4e0e-a545-d80beb92bbf5,14186-10,"Aprueba el Acuerdo de Servicios Aéreos entre el Gobierno de la República de Chile y el Gobierno del Estado de Israel, suscrito en Jerusalén, el 26 de junio de 2019",,,['INSTITUCIONALIDAD_ESTADO']
1e27a922-68a4-4443-b649-a266f16ecae2,14631-06,"Establece mecanismo para subsanar la omisión del requisito contemplado en el artículo 3°, inciso quinto, de la ley N° 18.700, orgánica constitucional sobre votaciones populares y escrutinios",,,['INSTITUCIONALIDAD_ESTADO']
1e28d0fa-aaf6-439a-b52a-fe1b51032d2e,15923-07,Modifica la Carta Fundamental para consagrar la misión de las Fuerzas Armadas en el resguardo de las fronteras del país y habilitar la creación de una policía militar de fronteras,,,['SEGURIDAD_JUSTICIA']
1e3103de-8c1e-4db8-8c38-d637d462de8b,13984-13,"Modifica el Código del Trabajo para sancionar como discriminación arbitraria, en materia laboral, las diferencias de remuneraciones entre hombres y mujeres que excedan injustificadamente el porcentaje máximo que indica",,,['DERECHOS_FUNDAMENTALES']
1e3bede3-404d-4b99-8d2b-08dadb68f0ac,17368-05,Establece subsidio a la tasa de interés hipotecaria para la adquisición de viviendas nuevas y modifica normas que indica,,,['ECONOMIA_FINANZAS']
1e6062de-da0f-4499-bd23-8d6e809ae36a,17558-07,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, para exigir, a quienes comparezcan ante sus órganos internos, prestar juramento o promesa de decir verdad",,,['INSTITUCIONALIDAD_ESTADO']
1e6674f0-c738-486a-833c-68ec47f89381,16431-15,"Modifica la ley N° 18.168, General de Telecomunicaciones, para exigir a proveedores de acceso a internet la implementación de mecanismos de verificación de edad, a fin de restringir el acceso de menores a contenido sexual explícito",,,['TECNOLOGIA_INNOVACION']
1e79571f-e15e-42e9-ab8c-1731d6bcef86,15295-07,"Modifica el decreto ley N°321, de 1925, a fin de restringir los requisitos necesarios para acceder al beneficio de libertad condicional",,,['SEGURIDAD_JUSTICIA']
1e7faabc-d535-4d95-9790-698ce5f1f09d,16119-07,"Modifica la Carta Fundamental para agregar, como causal de pérdida de la ciudadanía, la condena por delitos cometidos por autoridades o funcionarios públicos en el ejercicio de sus funciones",,,['INSTITUCIONALIDAD_ESTADO']
1eb181c8-4929-41b2-939a-7cde5c8bcb45,14246-07,"Modifica la Carta Fundamental, para establecer y regular un mecanismo excepcional de retiro de fondos previsionales, anticipo de rentas vitalicias, y un pago único a los jubilados del sistema antiguo, en las condiciones que indica",,,['SALUD_PUBLICA']
1eb94f96-581d-4f60-bf14-defef5b21d6d,17028-11,"Modifica el decreto con fuerza de ley N° 1, de 2006, del Ministerio de Salud, que fija texto refundido, coordinado y sistematizado del decreto ley N° 2.763, de 1979 y de las leyes N° 18.933 y N° 18.469, para establecer la inscripción automática en el registro de prestadores en la modalidad de libre elección de FONASA, en los casos que indica",,,['SALUD_PUBLICA']
1ec00ba2-2490-41dd-9e2e-fb4184835eee,16116-06,"Modifica la ley Nº19.886, de Bases sobre Contratos Administrativos de Suministro y Prestación de Servicios, para prohibir la celebración de contratos o convenios con el Estado a personas condenadas por los delitos que indica",,,['SEGURIDAD_JUSTICIA']
1ecaa908-53ac-494a-b82b-a88e868a13d0,16238-07,Modifica el Código de Procedimiento Civil para establecer el derecho del apelado a ser oído ante el tribunal a quo,,,['INSTITUCIONALIDAD_ESTADO']
1ef3ca5d-10b0-4296-aacf-0c4a6ff0e7a9,17157-11,Establece una ley marco de alimentación laboral saludable,,,['SALUD_PUBLICA']
1f027183-08b5-4c5a-bfa5-caf9ffe43b05,14240-18,"Modifica la ley Nº14.908, Sobre abandono de familia y pago de pensiones alimenticias, para incorporar, como medida de apremio en el cobro ejecutivo de deudas de pensión de alimentos, el embargo de cuentas bancarias del demandado",,,['DERECHO_LABORAL_EMPLEO']
1f1bc28f-a1f4-49a1-9922-30cf676eab29,16619-02,"Modifica la planta de Oficiales de la Armada, en el Escalafón del Litoral",,,['TECNOLOGIA_INNOVACION']
1f31c357-a097-433e-8348-68e4acdf9aea,15765-12,"Modifica la ley N°21.075, que regula la recolección, reutilización y disposición de aguas grises, para fomentar la reutilización de aguas grises en la agricultura",,,['MEDIO_AMBIENTE']
1f4541cb-1713-48fe-bb60-c679db25eccc,13952-07,"Modifica la Carta Fundamental, para exigir que el texto de la Nueva Constitución respete y conserve la iniciativa legislativa exclusiva del Presidente de la República",,,['INSTITUCIONALIDAD_ESTADO']
1f515b9e-e381-4ea3-ae6d-7377d9d92a25,15195-07,Modifica el Código Penal en materia de persecución del delito de receptación.,,,['SEGURIDAD_JUSTICIA']
1f556b47-fac6-4172-81aa-c8941b3b4544,16184-06,Concede la nacionalidad por gracia a la destacada deportista Virginia Jacqueline Jiménez Fernández,,,['DERECHO_LABORAL_EMPLEO']
1f72b86a-fd62-446e-911c-ddc8bc560ebf,17614-07,Modifica la Carta Fundamental con el objeto de aumentar requisitos y establecer restricciones para que personas extranjeras puedan ejercer el derecho de sufragio,,,['INSTITUCIONALIDAD_ESTADO']
1f9b105b-2262-4c6e-9c51-d56cfecc58a9,16201-18,"Modifica cuerpos legales que indica para incorporar reglas en materia de administración de bienes y de salida del país de niños, niñas y adolescentes",,,['DERECHOS_FUNDAMENTALES']
1f9b5deb-4c53-4012-aeab-d1191e752fb6,13756-02,"Modifica el decreto ley N° 2.222, de 1978, que sustituye ley de navegación, en materia de responsabilidades ante la ocurrencia de accidentes marítimos, y otras condiciones de navegación",,,['TECNOLOGIA_INNOVACION']
1fabdf25-2ee0-4b0b-a4ee-8dd51071e58c,16288-05,"Modifica la Ley Orgánica de Polla Chilena de Beneficencia, con el objeto de incorporar a la Corporación de Educación y Salud para el Síndrome de Down entre las entidades beneficiarias",,,['EDUCACION']
1faf2615-8528-4d6e-b3a9-8e355bc43053,17468-06,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, en materia de reemplazo del alcalde electo afectado por una inhabilidad sobreviniente",,,['INSTITUCIONALIDAD_ESTADO']
1fbb6d75-4f16-40e9-ab5e-b78c17010d1b,15551-11,"Modifica el D.F.L N° 1, de 2005, del Ministerio de Salud, que fija texto refundido, coordinado y sistematizado del D.L N° 2.763, de 1979 y de las leyes N° 18.933 y N° 18.469, en cuanto a las denominaciones de los Servicios de Salud",,,['DERECHO_LABORAL_EMPLEO']
1fc739b5-ef08-4fa8-90ad-03fdf262da87,16687-10,"Aprueba el Acuerdo de Viena por el que se establece una Clasificación Internacional de los Elementos Figurativos de las Marcas, adoptado en Viena el 12 de junio de 1973 y enmendado el 1 de octubre de 1985",,,['DERECHOS_FUNDAMENTALES']
1fe04308-3140-4a30-99a8-e60ffae38773,13323-13,"Modifica el Código del Trabajo, para suspender la aplicación de las causales de despido por fuerza mayor, y por necesidades de la empresa, durante el periodo que indica, debido a la emergencia provocada por la pandemia de Covid-19",,,['SALUD_PUBLICA']
1ffe0099-aeb4-41f8-9d22-25fab3e4ef23,18008-15,"Modifica la ley N° 18.290, de Tránsito, para modernizar el sistema de renovación de licencias de conducir clase B",,,['DERECHO_LABORAL_EMPLEO']
201eee1c-f3ea-4725-a491-d8cd547b72c0,14241-06,"Modifica la ley N°19.418, sobre Juntas de vecinos y demás organizaciones comunitarias, para permitir a las municipalidades dotar de servicios de acceso a internet a los locales de funcionamiento regular de dichas entidades",,,['TECNOLOGIA_INNOVACION']
202e6152-8559-4951-a2bb-73d1a0964512,16615-13,Modifica cuerpos legales que indica para asegurar el cumplimiento de obligaciones laborales de empresas contratistas y subcontratistas,,,['DERECHO_LABORAL_EMPLEO']
202ed8b5-237c-4e39-aa39-a87e07105520,17407-07,"Modifica el Código Procesal Penal a fin de otorgar legitimación activa, para interponer querella por los delitos que indica, a personas jurídicas que realicen trabajo en temáticas de género y violencia de género",,,['SEGURIDAD_JUSTICIA']
203a22ea-9366-4e43-a03c-bd67630058c5,15658-07,"Que modifica la Carta Fundamental, para suspender el cobro del impuesto territorial en bienes raíces usurpados u ocupados ilegal o ilegítimamente",,,['INSTITUCIONALIDAD_ESTADO']
2051b533-a9af-49ab-b47e-bc293b18758e,16660-11,"Modifica la ley N° 20.606, sobre composición nutricional de los alimentos y su publicidad, con el objeto de restringir la venta y publicidad de determinados alimentos en un radio cercano a establecimientos educacionales",,,['DERECHOS_FUNDAMENTALES']
2094f8d1-1683-4ef3-a55e-794465f326da,17733-12,Modifica la ley N° 19.300 para someter al sistema de evaluación de impacto ambiental la extracción artesanal de áridos y el uso de explosivos,,,['MEDIO_AMBIENTE']
2095defc-146b-4d6a-909c-01228be1d97d,17916-07,Reconoce y promueve el trabajo penitenciario como fuente de reinserción social para las personas privadas de libertad,,,['ECONOMIA_FINANZAS']
20a32815-1c03-40b3-9861-adfab5bbcfa1,14264-07,"Modifica la ley N°19.911, que Crea el Tribunal de Defensa de la Libre Competencia, para asignar a dicho tribunal la atribución de dictar instrucciones de carácter general necesarias para fijar precios máximos al consumidor, de alimentos y materiales de construcción, en las circunstancias que indica",,,['ECONOMIA_FINANZAS']
20ab8dcc-4f7f-4c45-a10d-b01d6ea477fb,15365-04,Suspende las evaluaciones de los profesionales de la educación durante el año 2022 y modifica las normas que indica.,,,['EDUCACION']
20c774ed-54d9-4e5e-bc23-9ba59681b38c,13676-03,"Proyecto de ley que regula días y horas para efectuar las gestiones de cobranza extrajudicial previstas en la ley N° 19.496, de Protección al Consumidor, y fija una norma transitoria sobre la materia durante los estados de excepción constitucional",,,['SALUD_PUBLICA']
20c7bffd-9a57-43b3-bc6d-bdef5eeb545b,16496-25,"Modifica el Código Penal, en relación con las penas aplicables al delito de usurpación",,,['SEGURIDAD_JUSTICIA']
20c7e0ca-1157-428e-b3ad-0d91769494f5,17844-15,Modifica la Ley General de Ferrocarriles para reforzar las medidas de seguridad en cruces ferroviarios,,,['TECNOLOGIA_INNOVACION']
20c9b230-7177-4ddf-895c-7909ad6012db,15216-11,Para asegurar el acceso universal al preservativo vaginal como método de prevención de las situaciones que señala.,,,['DERECHOS_FUNDAMENTALES']
20e29b64-6758-4729-95fb-4d7131f6102f,16810-13,Modifica el Código del Trabajo para establecer un permiso especial destinado a acompañar a hijos deportistas en competencias oficiales,,,['DERECHO_LABORAL_EMPLEO']
20eef8a4-3d0b-4578-ac05-c7739970dbfb,17591-14,"Modifica el decreto con fuerza de ley N° 458, de 1976, del Ministerio de Vivienda y Urbanismo, que aprueba nueva Ley General de Urbanismo y Construcciones, para exigir la instalación de sistemas de protección en edificaciones en altura destinadas a uso habitacional, en los términos que indica",,,['VIVIENDA_URBANISMO']
20f03b53-578e-4d8a-8b50-b5aeea3ba702,14009-12,"Modifica la ley N°19.300, que Aprueba ley sobre Bases Generales del Medio Ambiente, para exigir que las empresas mineras cuenten con al menos un 50% de trabajadores domiciliados en la región en que desarrollarán el proyecto sometido a evaluación de impacto ambiental",,,['MEDIO_AMBIENTE']
20fe6a1a-7175-4ce8-a742-5513506450fa,16323-25,Establece normas para la realización de funerales de riesgo y modifica otros cuerpos legales,,,['TECNOLOGIA_INNOVACION']
210b55ab-15c1-485a-af98-b06a478266e9,13620-06,Proyecto de ley que otorga al Pueblo Huilliche reconocimiento como etnia indígena de Chile.,,,['TECNOLOGIA_INNOVACION']
211b5aa8-5d6f-4c14-b203-a4175d73a4c2,17343-07,Modifica la Carta Fundamental para incorporar el principio de igualdad entre hombres y mujeres en el sistema electoral,,,['DERECHOS_FUNDAMENTALES']
2159fba2-d449-4577-b90e-73dafc77ad23,15615-07,"Modifica la Carta Fundamental, con el objeto de establecer un nuevo proceso de elaboración de una nueva Constitución Política",,,['INSTITUCIONALIDAD_ESTADO']
2166ab1b-6190-4fa1-a8c0-b72415f9a4dc,15047-11,"Modifica la ley N°20.850, que Crea un sistema de protección financiera para diagnósticos y tratamientos de alto costo y rinde homenaje póstumo a don Luis Ricarte Soto Gallegos, para modificar la distribución del Fondo y lograr una mayor disponibilidad de recursos en beneficio de los pacientes",,,['DERECHO_LABORAL_EMPLEO']
2171e1be-f08e-42f9-bb22-55842e705976,15283-27,"Modifica el Código del Trabajo para regular un permiso especial para quien acompañe a la madre por el nacimiento de hijo o hija, en caso que indica",,,['DERECHO_LABORAL_EMPLEO']
218242d2-7e88-4699-8b24-51303e943e4b,15093-13,"Modifica el Código del Trabajo y otros cuerpos legales, en materia de prevención, investigación y sanción del acoso laboral, sexual o de violencia en el trabajo",,,['SEGURIDAD_JUSTICIA']
21834d29-40a2-4b4f-a742-b50eebbec108,16147-24,Instituye el 26 de agosto de cada año como el Día Nacional de las Tradiciones y Costumbres del Campo Chileno,,,['DERECHOS_FUNDAMENTALES']
218b0555-368e-4c28-a517-14a67eb09ea5,17818-24,Modifica diversos cuerpos legales para reconocer y promover el circo tradicional chileno,,,['INSTITUCIONALIDAD_ESTADO']
218d8b18-4d11-4a5c-91f5-d73c3e41864b,13982-25,"Actualiza los delitos que sancionan la delincuencia organizada, aplica comiso de ganancias y establece técnicas especiales para su investigación",,,['SEGURIDAD_JUSTICIA']
21b1a095-1882-4314-a505-678d211bae88,17196-17,"Modifica la ley N° 18.046, Ley sobre Sociedades Anónimas, con el objeto de establecer obligaciones para promover la protección de derechos humanos, a las personas jurídicas que indica.",,,['DERECHOS_FUNDAMENTALES']
21bca6b1-eb08-4864-b2da-465269dbd1e1,16123-07,Modifica la Carta Fundamental para incorporar a los Ministerios dentro del concepto de infraestructura crítica,,,['INSTITUCIONALIDAD_ESTADO']
21cc2d8e-4054-42d4-854a-a30e841783bd,17059-06,"Modifica diversos cuerpos legales, en materia de porcentaje de patrocinio exigido para la presentación de candidaturas independientes",,,['TECNOLOGIA_INNOVACION']
21e01e0e-66f2-4a9d-a274-a440524fe095,14842-09,"Modifica la Ley de Concesiones de Obras Públicas, en lo relativo al pago de peajes en caso de congestión vehicular.",,,['VIVIENDA_URBANISMO']
21e8945d-f737-4a8b-9ade-f9cb0e59245a,14771-14,"Prorroga el plazo establecido en la ley N° 20.898, que establece un procedimiento simplificado para la regularización de viviendas de autoconstrucción",,,['SALUD_PUBLICA']
21eb6409-1212-4e0f-986e-12873fa576ef,15720-03,"Modifica la ley N°19.496, para fijar una banda de variación máxima en el precio de las tarifas de transporte de pasajeros en buses rurales, interurbanos e interprovinciales",,,['TECNOLOGIA_INNOVACION']
21f7e33e-0e0c-40c4-92c2-7ee65f42f154,15227-11,Modifica el Código Sanitario para exigir exámenes de ecotomografía obstétrica como requisito previo a la interrupción voluntaria del embarazo,,,['DERECHOS_FUNDAMENTALES']
21fd2df6-0741-4306-9d9a-dabc9f36eb61,14015-25,"Regula los delitos de ocupaciones ilegales de inmuebles, fija nuevas penas y formas comisivas e incorpora mecanismos eficientes de restitución",,,['SEGURIDAD_JUSTICIA']
2212b29a-868a-4ef4-b53a-81d68c283f4e,15246-13,Modifica el Código del Trabajo para extender la duración del permiso postnatal parental,,,['DERECHO_LABORAL_EMPLEO']
22219d9f-97f6-437a-ae1c-c5719b0fc0dc,15934-25,Sobre nomenclatura aplicable a los funcionarios de la Policía de Investigaciones de Chile que señala,,,['SEGURIDAD_JUSTICIA']
22297588-304e-44a5-8465-8400b2ab57a7,17677-12,"Regula las emisiones de gas metano en plantas de tratamiento de aguas servidas, en los términos que indica",,,['MEDIO_AMBIENTE']
2230a10f-a20d-4e7c-974b-bd8a83b9ed2e,15161-07,Modifica la Carta Fundamental para crear la Coordinación Sociocultural de la Presidencia de la República y establece requisitos para el ejercicio de dicho cargo,,,['INSTITUCIONALIDAD_ESTADO']
224f4438-0249-473f-8241-1fbd8ec89253,13596-29,"Modifica la ley Nº19.712, del Deporte, para denominar el premio nacional del deporte como Premio Nacional del Deporte Marlene Ahrens Ostertag",,,['DERECHOS_FUNDAMENTALES']
2264a318-a2f4-4d51-bd27-6d9d6ec69f1d,14557-04,"Modifica la ley N°21.040, que crea el Sistema de Educación Pública, en lo relativo al procedimiento de traspaso de personal municipal a los servicios locales de educación pública",,,['EDUCACION']
22663810-67ad-4112-8117-637adf2ed87c,14859-07,"Permite a los cotizantes y pensionados del sistema de pensiones regulado por el decreto ley N° 3.500, de 1980, retirar hasta el total de sus fondos de capitalización individual",,,['SALUD_PUBLICA']
22762d18-6e2b-4ba9-be4f-72161fc8cfe7,14152-18,"Modifica el Código Civil, para establecer como regla general y regular el régimen de tuición compartida de hijos o hijas de padres separados",,,['EDUCACION']
229b649e-c618-4ed7-b977-8368492b1be5,16052-07,Modifica la Carta Fundamental para derogar la dieta percibida por los ex Presidentes de la República,,,['INSTITUCIONALIDAD_ESTADO']
22b038c1-ed6b-4bad-ad54-a454e426c817,14886-07,"Modifica la Carta Fundamental para otorgar a los afiliados al sistema de pensiones regido por el decreto ley N° 3.500, de 1980, la posibilidad de retirar fondos previsionales hasta por un monto de un millón de pesos",,,['SALUD_PUBLICA']
22b80f19-6b2e-4767-a7d3-2e5c5fc7e0a0,17678-11,"Modifica el periodo de carencia del subsidio de incapacidad laboral por accidente o enfermedad común, introduce modificaciones en su aplicación al sector público, fortalece las facultades de las Comisiones de Medicina Preventiva e Invalidez, y modifica las normas que indica",,,['SALUD_PUBLICA']
22c9abda-6488-4ec4-adb7-57f1c3637cfa,18050-16,Modifica el Acuerdo Complementario de la ley N°19.297 y regula las materias que indica,,,['TECNOLOGIA_INNOVACION']
22d9f5e7-6455-4085-85a5-3d485d6d3642,15788-07,Establece el deber de efectuar registros audiovisuales de las actuaciones policiales autónomas en el procedimiento penal,,,['SEGURIDAD_JUSTICIA']
22dc3c91-79e4-4b9e-b2e9-5f46f4cfe93d,18033-03,Regula los servicios de banquetería y crea un Registro Nacional de Banqueteros,,,['DERECHO_LABORAL_EMPLEO']
22e26a97-0ff1-4a08-87ef-ef6f8dc89bd3,17375-11,"Moderniza el Sistema Nacional de Servicios de la Salud; fortalece al Fondo Nacional de Salud; crea el Servicio Nacional de Salud Digital; otorga facultades al Instituto de Salud Pública de Chile y a la Central de Abastecimiento del Sistema Nacional de Servicios de Salud, y modifica normas que indica.",,,['DERECHO_LABORAL_EMPLEO']
22e56cb7-319f-4619-b785-7b80070cef3b,15277-25,"Implementa la creación de un registro nacional de repartidores de aplicaciones móviles, crea el Sello Delivery y fortalece la fiscalización de los inspectores fiscales y municipales",,,['SEGURIDAD_JUSTICIA']
22f5dacc-4deb-49d3-bfdf-82290c17db67,17065-15,"Autoriza la circulación en el país de los vehículos que participarán en el Campeonato Mundial Rally WRC 2024, en la región de Biobío",,,['DERECHO_LABORAL_EMPLEO']
2302f66a-e1e6-49d1-952d-df3b8442dc28,15824-06,Permite el uso de cédulas de identidad y pasaportes que señala para efectos de identificar a los electores en las elecciones y plebiscitos que indica,,,['INSTITUCIONALIDAD_ESTADO']
2305f3db-3a39-4028-bde6-1b483c13bac9,13386-13,"Modifica el Código del Trabajo, para disponer que la concurrencia de un caso fortuito o fuerza mayor, como causal de despido o de no pago de remuneraciones, requiere resolución judicial previa que declare que se trata de un impedimento absoluto y permanente para la subsistencia de la relación laboral",,,['DERECHO_LABORAL_EMPLEO']
230e7caa-4ce6-40f2-9940-0ae47817268d,14644-07,"Modifica el artículo 19, número 18°, de la Constitución Política de la República, con el objeto de permitir a los afiliados a las Administradoras de Fondos de Pensiones el retiro de la totalidad de sus ahorros de las cuentas de capitalización individual para los fines que estimen pertinentes.",,,['INSTITUCIONALIDAD_ESTADO']
230e7e12-ac64-4985-81ba-58ec54f70aaf,16033-16,Introduce diversas enmiendas al Reglamento de la Cámara de Diputadas y Diputados,,,['EDUCACION']
23296021-e7ca-4546-8c9e-0c8ac9334e6f,14541-10,"Aprueba el Acuerdo de Integración Comercial entre la República de Chile y la República del Ecuador, suscrito en Guayaquil, Ecuador y Santiago, Chile, el 13 de agosto de 2020",,,['ECONOMIA_FINANZAS']
2356392b-4878-41b2-92ee-9c745651a36f,16888-06,Moderniza la regulación del lobby y las gestiones de intereses particulares ante las autoridades y funcionarios,,,['INSTITUCIONALIDAD_ESTADO']
23574b9d-9db2-40ca-b106-4a198d106286,14840-13,Modifica el Código del Trabajo en materia de jornada parcial para estudiantes trabajadores,,,['DERECHO_LABORAL_EMPLEO']
235bf3c3-2f45-4ec7-a5f6-b53f97225126,15835-07,Modifica la Carta Fundamental para permitir el retiro acotado de fondos previsionales en los casos que indica,,,['INSTITUCIONALIDAD_ESTADO']
2364aa3b-d105-460a-93ce-ed2d042301b6,13536-12,Proyecto de ley para asegurar el ejercicio del derecho a participar en el Sistema de Evaluación de Impacto Ambiental en caso de decretarse estados de excepción constitucional.,,,['SALUD_PUBLICA']
23880218-bd5a-4e6d-b34e-3b4f02a7db43,16653-33,Modifica el Código de Aguas para agilizar la entrada en vigencia de los decretos de declaración de zona de escasez hídrica e incorporar a las obras estatales de desarrollo del recurso,,,['MEDIO_AMBIENTE']
23a3bfb6-27e1-4399-89ad-06dd14b5dfb3,17823-07,"Modifica la Carta Fundamental, en materia de derecho de sufragio de personas extranjeras",,,['INSTITUCIONALIDAD_ESTADO']
23a987bb-2188-4e8d-8207-39e811d9ee9e,13352-13,"Proyecto de ley que faculta el acceso a prestaciones del seguro de desempleo de la ley N° 19.728, en circunstancias excepcionales.",,,['SALUD_PUBLICA']
23b0eed8-7d09-4ffd-9174-131d2adde7f2,15002-07,Establece una protección especial para las personas que ejerzan labores de comunicación y periodísticas.,,,['TECNOLOGIA_INNOVACION']
23b7b5a0-faf2-46c3-9682-5eb8481723ca,14829-08,"Modifica la ley N°19.993 para eliminar la obligación legal de Codelco de mantener, en la Fundición y Refinería Las Ventanas, la capacidad de fusión y refinación necesaria para garantizar el tratamiento de los productos de la pequeña y mediana minería que envíe la Empresa Nacional de Minería",,,['MEDIO_AMBIENTE']
23d23485-a2df-47bd-9972-878ecddfef06,17393-13,Modifica el Código del Trabajo para exigir que el despido por necesidades de la empresa se funde en criterios objetivos y garantizar la reserva de derechos en el finiquito,,,['DERECHO_LABORAL_EMPLEO']
